Training iter #50:   Batch Loss = 0.760868, Accuracy = 0.5600000023841858
Training iter #80700:   Batch Loss = 0.613188, Accuracy = 0.699999988079071
PERFORMANCE ON TEST SET: Batch Loss = 0.7090126276016235, Accuracy = 0.554347813129425
Training iter #80800:   Batch Loss = 0.746203, Accuracy = 0.5400000214576721
PERFORMANCE ON TEST SET: Batch Loss = 0.6987109184265137, Accuracy = 0.5652173757553101
Training iter #80900:   Batch Loss = 0.662267, Accuracy = 0.6200000047683716
PERFORMANCE ON TEST SET: Batch Loss = 0.7121639251708984, Accuracy = 0.532608687877655
Training iter #81000:   Batch Loss = 0.566019, Accuracy = 0.800000011920929
PERFORMANCE ON TEST SET: Batch Loss = 0.6942319869995117, Accuracy = 0.5869565010070801
Optimization Finished!
FINAL RESULT: Batch Loss = 0.6942319869995117, Accuracy = 0.5869565010070801
